task_id,task_type,difficulty_level,probe_text,semantic_entropy_raw,semantic_entropy_normalized,mean_step_distance,direction_change,trajectory_drift_normalized,latent_load_score,runtime_ms,peak_memory_mb,status,error
code_L1_001,code_generation,1,"<think>
嗯，我现在需要写一个Python函数，输入是一个整数，然后返回'even",1.3661588475692017,0.6569835314848895,0.1660279138342588,0.6890447668185689,0.42753634032641386,54.22599359056517,1696.1761130951345,15691.98388671875,success,
code_L2_002,code_generation,2,"<think>
好的，我现在需要解决的问题是编写一个Python函数，判断输入的字符串是否是",1.2592004731479975,0.6055474260318842,0.15153656309648877,0.6982841660716695,0.42491036458407916,51.52288953079817,750.108100939542,15706.57861328125,success,
code_L3_003,code_generation,3,"<think>
好的，我现在需要解决这个问题：编写一个函数，输入一个整数列表，返回",1.4354735656251965,0.6903168648182231,0.162806908784265,0.6926749187374444,0.42774091376085466,55.902888928953885,774.0032249130309,15740.62646484375,success,
code_L4_004,code_generation,4,"<think>
好的，我现在需要实现一个LRU缓存类，要求使用哈希表和",1.3661588475692017,0.6569835314848895,0.17155418520019064,0.679436986014578,0.4254955856073843,54.12395585461369,800.558190792799,15764.34619140625,success,
code_L5_005,code_generation,5,"<think>
好的，我现在需要设计并实现一个并发的速率限制器，使用令牌桶算法",1.2592004731479975,0.6055474260318842,0.1410495542444389,0.6952739485097957,0.4181617513771173,51.18545887045008,815.4697071295232,15765.38427734375,success,
math_L1_006,math_reasoning,1,"<think>
嗯，好的，我现在要解决这个问题：一个商店卖苹果，每个2美元，",1.5671808548329897,0.753654682481227,0.14321951205217232,0.7231205064997356,0.43317000927595395,59.34123458785905,763.8793590012938,15687.52099609375,success,
math_L2_007,math_reasoning,2,"<think>
嗯，我现在要解决这个问题，就是火车先以60公里每小时的速度行驶",1.5353070175881725,0.738326606838827,0.13786828189824635,0.6764220051456041,0.4071451435219252,57.273587518037615,758.2608910743147,15701.91162109375,success,
math_L3_008,math_reasoning,3,"<think>
嗯，我现在要解决这个问题，一个矩形的周长是28厘米，",1.442783312158676,0.6938321098428918,0.1457108199080991,0.6873036714506843,0.4165072456793917,55.51696777611417,756.5167660359293,15692.5576171875,success,
math_L4_009,math_reasoning,4,"<think>
好的，我现在要解决的问题是：在单词“MISSISSIPPI”的字母排列",1.8217383933208384,0.8760709819470006,0.14385071752146233,0.6662151363083776,0.40503292691492,64.05519544309604,745.7212910521775,15691.55419921875,success,
math_L5_010,math_reasoning,5,"<think>
嗯，我现在要证明对于任何正整数n，n的五次方减",1.5571130980576455,0.7488131148903385,0.14843990875963495,0.6912130958625643,0.41982650231109964,58.43198086007191,746.7984040267766,15686.8017578125,success,
qa_L1_011,knowledge_qa,1,"<think>
嗯，用户问的是法国的首都是哪里。这个问题看起来挺直接的，但",1.400138654928281,0.6733243646739916,0.14289714656472854,0.6767452560840189,0.4098212013243737,54.15727829991827,738.4769588243216,15676.00830078125,success,
qa_L2_012,knowledge_qa,2,"<think>
嗯，我现在要解决这个问题，题目是问哪个细胞器负责在真核细胞",1.5353070175881725,0.738326606838827,0.13365146250401622,0.6744465323085487,0.4040489974062824,57.11878021225547,745.3957721590996,15703.3505859375,success,
qa_L3_013,knowledge_qa,3,"<think>
好的，我现在要解决这个问题。首先，题目是关于一个45岁男性患者",1.7092713643970767,0.821985773649725,0.12477156548728008,0.6816593960661314,0.4032154807767057,61.26006272132154,792.1359110623598,15752.9462890625,success,
qa_L4_014,knowledge_qa,4,"<think>
好的，我现在要解决用户的问题，关于2018年美国最高法院的",1.4978661367769954,0.7203213491478938,0.15791428176317335,0.6920551466343858,0.4249847141987796,57.26530316733367,747.6279148831964,15716.30126953125,success,
qa_L5_015,knowledge_qa,5,"<think>
好的，我现在需要分析欧盟的AI法案（2024）和美国的",1.2592004731479975,0.6055474260318842,0.14511145914316204,0.6817056311079454,0.4134085451255537,50.94779855787189,793.386704986915,15748.93212890625,success,
logic_L1_016,logical_reasoning,1,"<think>
嗯，我现在要解决这个类比题：“Dog is to Puppy as Cat is to",1.4978661367769954,0.7203213491478938,0.14786115424716295,0.7098001276519079,0.42883064094953544,57.45759950487146,745.5053648445755,15694.95263671875,success,
logic_L2_017,logical_reasoning,2,"<think>
嗯，我现在要解决这个问题。题目是说，所有经理都参加周一的会议",1.6385064445042257,0.7879550406502847,0.12695797703465309,0.678792752387621,0.40287536471113705,59.54152026807109,748.173498082906,15701.1923828125,success,
logic_L3_018,logical_reasoning,3,"<think>
好的，我现在要解决这个五个房子颜色排列的问题。首先，我需要仔细阅读",1.5649304982284975,0.7525724897100494,0.11938174603363094,0.6813353603698606,0.4003585532017458,57.64655214558976,770.5340289976448,15742.6865234375,success,
logic_L4_019,logical_reasoning,4,"<think>
好的，我现在要解决这个问题。首先，我需要仔细理解题目中的规则和条件",1.4023890115327735,0.6744065574451693,0.12151508307509222,0.7376045485297511,0.42955981580242164,55.19831866237954,767.4824669957161,15748.0390625,success,
logic_L5_020,logical_reasoning,5,"<think>
好的，我现在要解决用户提出的问题，关于设计一个AI系统，必须同时遵守",1.0790774247673154,0.5189265498156799,0.1031416303824832,0.6800159738972386,0.39157880213986085,45.52526759777704,813.129415968433,15797.30029296875,success,
inst_L1_021,instruction_following,1,"<think>
好的，用户让我列出三种原色，并以JSON数组的形式返回，而且不能有",1.6350453710521282,0.7862906161484535,0.17558206209318417,0.680650121977832,0.4281160920355081,60.72033540919808,749.4741019327193,15688.24072265625,success,
inst_L2_022,instruction_following,2,"<think>
好的，用户让我写一个无线耳机的产品描述，需要满足几个条件。首先，",1.3303162832349145,0.6397469015456163,0.12114286112037702,0.6898045455727513,0.40547370334656413,52.26103024460902,743.5778139624745,15719.17919921875,success,
inst_L3_023,instruction_following,3,"<think>
好的，用户让我模拟一个19世纪英国探险家的日记，描述第一次进入",1.3259126615833325,0.6376292071727201,0.12588378788507676,0.6678417571974054,0.396862772541241,51.72459898569806,790.0740189943463,15753.83837890625,success,
inst_L4_024,instruction_following,4,"<think>
好的，用户让我分析如何解决这个问题，但不要直接给出答案。首先，我",1.2275294114572126,0.5903168648182229,0.11752222388397429,0.714421091360009,0.4159716576219916,50.31442612201072,788.6916701681912,15760.23876953125,success,
